Data,Fix,Top,Premium M.,Premium F.,Multiprev M.,Multiprev F.,Previdence,XP Prev,Access,Synta,Capit D. Inc,Capit D. Inc F.,Aquila6,Strategy,CW1,Inflation,Index,Alfa,Harpia,Emb,Portfolio,Multi,Volks Fusca,Fcopel,São Paulo,Reit,Reit 90,Top-Cotas,Premium M.-Cotas,Premium F.-Cotas,Multiprev M.-Cotas,Multiprev F.-Cotas,Previdence-Cotas,XP Prev-Cotas,Access-Cotas,Synta-Cotas,Capit D. Inc-Cotas,Capit D. Inc F.-Cotas,Aquila6-Cotas,Strategy-Cotas,CW1-Cotas,Inflation-Cotas,Index-Cotas,Alfa-Cotas,Harpia-Cotas,Emb-Cotas,Portfolio-Cotas,Multi-Cotas,Volks Fusca-Cotas,Fcopel-Cotas,São Paulo-Cotas,Reit-Cotas,Reit 90-Cotas
7/27/2017,155%,151%,235%,210%,#N/A,145%,135%,#N/A,233%,#N/A,#N/A,#N/A,258%,610%,363%,505%,463%,495%,489%,87%,208%,65%,#N/A,828%,#N/A,-1906%,#N/A,397662456.30,397734127.90,155885783.21,156410511.05,18461020.96,8413118.70,#N/A,25556113.96,#N/A,#N/A,#N/A,90043089.93,127438195.12,85705164.40,61274816.57,61203518.69,68315413.10,80996304.94,226956463.21,164756651.49,155391091.17,#N/A,250076234.59,#N/A,106698672.03,#N/A
7/28/2017,124%,119%,158%,143%,#N/A,120%,117%,#N/A,143%,#N/A,#N/A,#N/A,377%,284%,373%,431%,395%,218%,220%,95%,410%,201%,#N/A,367%,#N/A,1931%,#N/A,397033212.11,397350218.86,155971331.63,156375947.61,19104751.52,8416549.25,#N/A,25568820.52,#N/A,#N/A,#N/A,90161063.88,127563985.54,85816122.17,61366571.15,61287333.60,68367018.43,81058039.02,227031624.82,164991339.77,155510920.65,#N/A,250394908.30,#N/A,107413813.09,#N/A
7/31/2017,112%,107%,124%,115%,#N/A,103%,104%,#N/A,221%,#N/A,#N/A,#N/A,94%,-37%,146%,170%,152%,-30%,-5%,95%,107%,402%,#N/A,-43%,#N/A,-184%,#N/A,394687171.17,395118506.57,155038553.52,155290398.78,19328978.88,8419581.15,#N/A,25588454.95,#N/A,#N/A,#N/A,90190534.73,127547535.74,85859703.74,61402820.99,61319637.38,68360011.59,81056530.41,227106811.62,165052419.91,155727811.95,#N/A,250357650.78,#N/A,107345156.86,#N/A
8/1/2017,86%,81%,78%,76%,#N/A,111%,109%,#N/A,140%,#N/A,#N/A,#N/A,-10%,-588%,144%,-80%,-81%,206%,214%,95%,-371%,100%,#N/A,299%,#N/A,-1023%,#N/A,393204381.37,393517888.65,156030736.55,156207772.38,19843169.20,8545922.61,#N/A,25600852.46,#N/A,#N/A,#N/A,90187500.58,127287052.46,85902540.48,61385710.63,61302438.59,68408820.50,81116625.33,227182036.84,164839611.06,155781673.41,#N/A,250617608.66,#N/A,106963781.24,#N/A
8/2/2017,104%,100%,107%,100%,#N/A,96%,99%,#N/A,111%,#N/A,#N/A,#N/A,60%,90%,58%,71%,61%,113%,116%,95%,43%,-376%,#N/A,98%,#N/A,-328%,#N/A,389996622.81,390283038.01,156088759.37,156467141.78,20740901.30,8822218.47,#N/A,25610721.26,#N/A,#N/A,#N/A,90206257.35,127326614.84,85919827.18,61400770.14,61315361.52,68435755.22,81149319.51,227257284.00,164864224.24,155578366.70,#N/A,250703122.62,#N/A,106842110.65,#N/A
8/3/2017,113%,109%,157%,142%,#N/A,95%,63%,#N/A,121%,#N/A,#N/A,#N/A,209%,181%,189%,192%,174%,153%,158%,95%,143%,36%,#N/A,246%,#N/A,-28%,#N/A,389719529.87,389971676.96,156643787.61,156822334.63,23018839.53,8824151.96,#N/A,25621512.13,#N/A,#N/A,#N/A,90271597.91,127406516.19,85976250.08,61441713.54,61352299.21,68472078.31,81193900.68,227332565.23,164945928.15,155598014.26,#N/A,250917069.35,#N/A,106831798.13,#N/A
8/4/2017,101%,96%,105%,98%,#N/A,83%,99%,#N/A,163%,#N/A,#N/A,#N/A,-4%,31%,22%,98%,86%,70%,70%,95%,121%,136%,#N/A,27%,#N/A,755%,#N/A,390305638.37,391825118.61,156000758.66,156276624.65,23558624.51,8827195.73,#N/A,25636050.01,#N/A,#N/A,#N/A,90270226.95,127300010.01,85982729.47,61392607.20,61370635.50,68488717.43,81213572.72,227407874.41,165015317.21,155671273.58,#N/A,250940792.58,#N/A,107111724.13,#N/A
8/7/2017,180%,175%,87%,83%,#N/A,72%,95%,#N/A,150%,#N/A,#N/A,#N/A,-55%,-27%,-25%,-53%,-54%,-34%,-27%,95%,-23%,114%,#N/A,-10%,#N/A,-296%,#N/A,390449887.75,391199659.86,155697891.07,156068247.80,23874988.57,8830111.15,#N/A,25182585.56,#N/A,#N/A,#N/A,90253047.87,127288197.50,85975163.48,61381246.10,61359038.90,68480720.92,81206040.30,227483211.62,165002214.77,155732962.31,#N/A,250931755.26,#N/A,107001664.13,#N/A
8/8/2017,106%,101%,120%,111%,#N/A,95%,94%,#N/A,137%,#N/A,#N/A,#N/A,244%,162%,209%,264%,240%,132%,131%,95%,291%,-29%,#N/A,182%,#N/A,1514%,#N/A,389592970.39,389861851.76,156763007.25,157018641.32,24331331.09,9037978.31,#N/A,25194555.66,#N/A,#N/A,#N/A,90329464.43,127359615.13,86037541.63,61437437.16,61410131.89,68512093.06,81242914.75,227558534.11,165168773.66,155717187.97,#N/A,251090021.54,#N/A,107564017.74,#N/A
8/9/2017,174%,170%,107%,100%,#N/A,101%,127%,#N/A,173%,#N/A,#N/A,#N/A,32%,-27%,-14%,-74%,-44%,39%,39%,345%,-103%,283%,#N/A,-19%,#N/A,-1103%,#N/A,388328675.93,388807166.15,156821446.03,157234988.95,24765192.66,9041972.48,#N/A,25244652.82,#N/A,#N/A,#N/A,90339378.52,127347758.60,86033349.44,61421757.76,61400669.92,68521348.86,81253964.32,227831129.23,165109714.75,155870097.49,#N/A,251073146.18,#N/A,107152005.35,#N/A
8/10/2017,102%,98%,90%,85%,#N/A,89%,96%,#N/A,92%,#N/A,#N/A,#N/A,5%,-34%,-18%,-61%,-44%,11%,13%,112%,-33%,-109%,#N/A,-26%,#N/A,-459%,#N/A,388466369.69,388838963.09,156870252.91,157208450.74,25264301.03,9044973.17,#N/A,25252702.67,#N/A,#N/A,#N/A,90340799.58,127332924.76,86027841.07,61408803.51,61391332.25,68523974.57,81257630.86,227919997.12,165091063.59,155811140.80,#N/A,251050780.48,#N/A,106981401.93,#N/A
8/11/2017,107%,103%,119%,110%,#N/A,103%,100%,#N/A,42%,#N/A,#N/A,#N/A,83%,116%,119%,128%,117%,101%,101%,112%,94%,-39%,#N/A,163%,#N/A,-56%,#N/A,388611051.20,389496589.90,157384818.05,157558957.53,25824388.89,9050123.03,#N/A,25256412.34,#N/A,#N/A,#N/A,90366693.92,127384272.28,86063347.25,61436184.64,61416226.98,68548012.15,81285992.97,228008838.59,165144919.28,155790130.61,#N/A,251193134.38,#N/A,106960785.14,#N/A
8/14/2017,103%,99%,108%,101%,#N/A,95%,100%,#N/A,101%,#N/A,#N/A,#N/A,100%,69%,116%,117%,107%,77%,71%,204%,71%,87%,#N/A,134%,#N/A,-65%,#N/A,407650169.34,408183793.92,157143664.63,157360860.34,26295260.09,9053253.47,#N/A,25365228.93,#N/A,#N/A,#N/A,90398128.02,127414658.52,86098129.29,61461208.97,61438934.78,68566329.57,81306047.66,228170358.66,165185867.51,155837206.64,#N/A,251309804.07,#N/A,106936800.57,#N/A
8/15/2017,108%,103%,122%,113%,#N/A,116%,105%,#N/A,158%,#N/A,#N/A,#N/A,87%,354%,95%,151%,138%,180%,179%,126%,89%,65%,#N/A,140%,#N/A,-349%,#N/A,408552322.76,408653917.30,157210345.90,157567613.61,26897497.17,9072719.53,#N/A,25379126.46,#N/A,#N/A,#N/A,90425487.89,127571189.61,86126626.57,61493514.38,61468387.21,68609238.62,81356518.85,228269866.83,165237013.33,155872160.25,#N/A,251432094.88,#N/A,106807085.94,#N/A
8/16/2017,-241%,-245%,121%,112%,#N/A,171%,100%,#N/A,69%,#N/A,#N/A,#N/A,330%,2092%,-86%,-1292%,-1214%,191%,218%,142%,-2200%,82%,#N/A,282%,#N/A,1728%,#N/A,408211168.77,408620134.28,157476351.47,157738798.29,27292623.64,9075858.59,#N/A,25385161.59,#N/A,#N/A,#N/A,90529042.21,128497809.64,86100914.87,61217817.19,61209427.21,68654750.12,81416204.17,228382111.71,163975034.14,155916671.23,#N/A,251678376.37,#N/A,107447575.10,#N/A
8/17/2017,83%,78%,65%,64%,#N/A,63%,88%,#N/A,-45%,#N/A,#N/A,#N/A,-39%,-17%,-49%,4%,-9%,-149%,-154%,143%,-45%,-2196%,#N/A,-124%,#N/A,137%,#N/A,410228074.34,410683501.55,157811707.05,157986376.24,27535591.27,9078634.58,#N/A,25381172.46,#N/A,#N/A,#N/A,90516675.85,128490303.40,86086141.73,61218735.33,61207598.24,68619170.85,81372599.36,228495132.58,163949169.07,154728114.62,#N/A,251570342.33,#N/A,107498795.74,#N/A
8/18/2017,120%,115%,152%,139%,#N/A,64%,108%,#N/A,168%,#N/A,#N/A,#N/A,180%,194%,246%,219%,206%,429%,430%,142%,156%,-52%,#N/A,118%,#N/A,269%,#N/A,410398388.29,410768198.60,158195109.09,158403230.75,27969372.32,8989530.27,#N/A,25395987.69,#N/A,#N/A,#N/A,90573142.55,128576623.59,86159612.82,61265310.35,61251426.30,68721508.28,81494087.82,228607892.21,164038061.38,154700335.46,#N/A,251673177.64,#N/A,107599254.80,#N/A
8/21/2017,93%,88%,90%,86%,#N/A,88%,99%,#N/A,194%,#N/A,#N/A,#N/A,58%,2%,72%,34%,21%,61%,39%,145%,36%,149%,#N/A,101%,#N/A,1%,#N/A,409930569.72,410277792.68,158544751.54,158815444.15,28157653.61,8992633.09,#N/A,27413112.48,#N/A,#N/A,#N/A,90591469.82,128577663.08,86181295.51,61272443.71,61255808.12,68735995.65,81505091.21,228722890.57,164058648.65,154780318.59,#N/A,251761453.67,#N/A,106964034.98,#N/A
8/22/2017,81%,76%,82%,79%,#N/A,98%,107%,#N/A,139%,#N/A,#N/A,#N/A,93%,83%,111%,116%,103%,145%,115%,145%,108%,29%,#N/A,154%,#N/A,217%,#N/A,408845497.62,409090751.58,159269715.58,159458776.34,28299586.34,8995957.71,#N/A,27426323.97,#N/A,#N/A,#N/A,90620613.96,128614782.58,86214378.70,61297160.39,61277687.36,68770696.31,81537599.73,228838250.55,164120254.80,154796137.41,#N/A,251895695.14,#N/A,107044682.16,#N/A
8/23/2017,94%,89%,106%,99%,#N/A,113%,110%,#N/A,87%,#N/A,#N/A,#N/A,151%,122%,126%,193%,180%,-121%,-117%,149%,130%,101%,#N/A,138%,#N/A,261%,#N/A,406478453.34,406790716.11,157728073.08,157898414.93,28499291.50,8999384.62,#N/A,27434559.37,#N/A,#N/A,#N/A,90668107.44,128669212.11,86252081.58,61338122.95,61315899.73,68741792.83,81504363.87,228956324.32,164194469.94,154850492.72,#N/A,252015946.37,#N/A,107141822.79,#N/A
8/24/2017,98%,94%,113%,105%,#N/A,107%,102%,#N/A,107%,#N/A,#N/A,#N/A,174%,127%,167%,270%,251%,145%,85%,51%,278%,123%,#N/A,153%,#N/A,1584%,#N/A,407867361.30,408196711.17,157510047.75,157824697.62,28697784.06,9002581.37,#N/A,27444794.88,#N/A,#N/A,#N/A,90722850.01,128726117.01,86302231.77,61395549.20,61369220.97,68776500.91,81528364.94,228996530.81,164353029.60,154916686.27,#N/A,252149618.15,#N/A,107730774.38,#N/A
8/25/2017,106%,102%,112%,105%,#N/A,104%,102%,#N/A,62%,#N/A,#N/A,#N/A,110%,78%,110%,85%,75%,-42%,-64%,134%,96%,270%,#N/A,119%,#N/A,210%,#N/A,407347292.93,407584053.09,157871527.86,158055288.53,28857174.10,9040070.03,#N/A,27450729.08,#N/A,#N/A,#N/A,90757465.41,128760779.81,86335072.70,61413595.94,61385181.92,68766583.36,81510234.79,229103360.35,164407708.22,155062080.60,#N/A,252253893.30,#N/A,107809166.69,#N/A
8/28/2017,108%,104%,121%,112%,#N/A,106%,104%,#N/A,189%,#N/A,#N/A,#N/A,-11%,96%,123%,115%,104%,159%,143%,134%,32%,89%,#N/A,146%,#N/A,-523%,#N/A,400800230.76,401110405.55,158038044.02,158229959.78,29100491.35,9073742.67,#N/A,27334382.83,#N/A,#N/A,#N/A,90754041.58,128803521.61,86372055.60,61438211.25,61407238.60,68804627.07,81550774.97,229210243.23,164426076.56,155109923.83,#N/A,252381707.44,#N/A,107613358.44,#N/A
8/29/2017,105%,100%,115%,106%,#N/A,108%,113%,#N/A,72%,#N/A,#N/A,#N/A,173%,64%,150%,130%,117%,97%,90%,134%,130%,26%,#N/A,129%,#N/A,515%,#N/A,400945953.73,401166224.12,158100861.21,158318448.42,29460973.64,9078012.44,#N/A,27341182.78,#N/A,#N/A,#N/A,90808477.98,128832346.79,86417143.66,61466029.58,61432267.48,68827868.35,81576241.74,229317179.55,164500339.10,155123669.79,#N/A,252494890.51,#N/A,107805560.29,#N/A
8/30/2017,117%,113%,143%,131%,#N/A,119%,116%,#N/A,141%,#N/A,#N/A,#N/A,76%,142%,104%,109%,97%,159%,143%,134%,-4%,123%,#N/A,225%,#N/A,-1144%,#N/A,394209381.10,394503174.11,158319532.24,158490414.12,29845887.55,9081654.44,#N/A,27354566.06,#N/A,#N/A,#N/A,90832436.57,128895883.65,81103490.30,61489232.60,61453013.28,68865924.58,81616612.31,229424169.25,164498210.35,155189902.42,#N/A,252692027.51,#N/A,107377535.65,#N/A
